,id,TRBV9,TRBV8-2,TRBV7-9,TRBV7-8,TRBV7-7,TRBV7-6,TRBV7-5,TRBV7-4,TRBV7-3,TRBV7-2,TRBV7-1,TRBV6-9,TRBV6-8,TRBV6-7,TRBV6-6,TRBV6-5,TRBV6-4,TRBV6-3,TRBV6-1,TRBV5-8,TRBV5-7,TRBV5-6,TRBV5-5,TRBV5-4,TRBV5-3,TRBV5-2,TRBV5-1,TRBV4-3,TRBV4-2,TRBV4-1,TRBV30,TRBV3-2,TRBV3-1,TRBV29-1,TRBV28,TRBV27,TRBV26,TRBV25-1,TRBV24-1,TRBV23-1,TRBV22-1,TRBV21-1,TRBV20-1,TRBV2,TRBV19,TRBV18,TRBV17,TRBV16,TRBV15,TRBV14,TRBV13,TRBV12-5,TRBV12-4,TRBV12-3,TRBV12-2,TRBV12-1,TRBV11-3,TRBV11-2,TRBV11-1,TRBV10-3,TRBV10-2,TRBV10-1,TRBV1,TRAV3,TRAV20
0,HIP02078.txt,6731,,8360,3010,830,3024,35.0,150,1707,3042,,44.0,26.0,52.0,5236,8700,1527,2106,6307,1235.0,44.0,3690,1724,4653,95,1.0,12082,5.0,2215,6334,5862,6820,1.0,5130,8644,8075,,2103,2455,291,1.0,735,15105,6378,9762,4923,,159.0,2942,2094,2071,984,9129,,109.0,34.0,1341,4512,763.0,3074,1067,1090,68,,
0,HIP05590.txt,2250,,2934,890,212,522,11.0,49,623,3392,,11.0,7.0,21.0,1414,2542,556,2536,1481,363.0,18.0,1163,608,1437,50,,2978,1699.0,593,1060,1002,2131,,1239,2295,1970,,546,942,137,1.0,376,4695,2123,3123,2036,,61.0,734,498,297,184,3071,,37.0,12.0,437,1354,163.0,1241,290,354,25,,
0,HIP01129.txt,6659,1.0,7568,2489,624,1762,21.0,163,1633,7567,1.0,51.0,38.0,67.0,4172,7409,955,8061,4076,1004.0,73.0,4213,407,3818,199,,8954,6370.0,2049,3921,7185,4651,,5932,6873,5674,1.0,2085,2521,357,1.0,737,15658,5834,8046,3432,,148.0,2743,1589,1673,944,9013,,109.0,49.0,943,2865,406.0,3083,799,830,110,,
0,HIP01582.txt,4499,,4587,1473,326,1056,21.0,26,1805,4189,,21.0,18.0,45.0,2500,4186,664,2710,3085,681.0,31.0,1700,841,1908,88,,5135,1356.0,1434,1733,2242,3046,1.0,2010,5079,4604,,863,1350,225,,583,8201,3658,4785,2993,,72.0,1145,906,597,387,4574,,72.0,45.0,599,2232,497.0,1450,483,490,72,,
0,HIP11518.txt,9477,,11342,1,903,2687,77.0,79,3811,5099,,8.0,55.0,136.0,5781,10065,1181,2884,10029,,75.0,4784,2078,6779,203,,16762,8.0,2787,6265,5137,12679,2.0,3934,10445,6078,,2042,2218,520,,1214,17873,14323,11858,6777,,152.0,2700,1848,1651,1524,13355,,207.0,106.0,1031,5113,865.0,5003,1717,1420,192,,
0,HIP08653.txt,9699,,11561,4242,739,2904,41.0,64,3500,4536,1.0,101.0,32.0,91.0,5930,10140,1044,3416,10521,1640.0,69.0,6741,2268,7199,195,,23673,10.0,2823,7403,5684,11680,2.0,6545,2023,7649,,2113,1965,479,2.0,867,23164,17798,11339,7038,,183.0,3832,1935,2242,1857,13560,,144.0,65.0,1253,5358,996.0,4887,1701,1415,143,,
0,HIP03125.txt,9615,,9415,3176,700,2510,46.0,40,4902,8202,2.0,57.0,48.0,106.0,5321,9186,1471,6133,6487,1469.0,72.0,4959,1942,5576,181,,17417,3755.0,2958,6073,3073,7515,2.0,5040,9274,7491,,1961,2997,440,,945,18245,9514,9864,5811,,160.0,3055,1807,1759,1271,10961,,132.0,67.0,1411,4692,906.0,3707,967,1034,116,,
0,HIP13983.txt,6856,,8764,2804,623,2235,25.0,45,2728,7627,,39.0,47.0,94.0,4301,7205,1213,8344,4940,1044.0,64.0,4176,1172,3698,214,,10017,5815.0,3442,5272,2856,4338,1.0,4770,5816,6259,,2198,1897,345,1.0,721,13019,5332,8427,3635,,138.0,2731,1794,1446,922,8969,,106.0,61.0,1070,2928,743.0,3145,373,360,112,,
0,HIP14095.txt,9653,,12772,4074,894,2780,56.0,167,2465,13925,1.0,46.0,30.0,82.0,6196,9841,2005,11616,6886,1780.0,78.0,4507,2138,3138,171,,14947,6451.0,3717,4147,5119,7234,3.0,6930,22207,8800,,2757,5126,509,1.0,1545,26551,8969,14600,8216,,269.0,4106,3359,1428,593,13471,,133.0,66.0,1927,5766,725.0,3536,1312,1158,102,,
0,HIP02820.txt,9927,,15437,4173,929,2702,46.0,454,169,12831,2.0,88.0,39.0,93.0,7204,11992,714,12343,6034,1727.0,109.0,5640,1775,5514,291,,11674,10016.0,3218,5796,9789,8199,3.0,8121,18137,14241,,3244,6824,676,3.0,2062,23776,8852,15594,7161,6.0,236.0,3439,2537,2199,1231,13396,,219.0,125.0,4324,7657,268.0,4048,2424,2379,148,,
0,HIP09029.txt,9771,,14667,4270,1153,3338,84.0,269,2492,10662,,88.0,74.0,90.0,7338,12609,2410,8576,9869,1943.0,62.0,5451,2554,7969,224,,19103,3099.0,4469,8559,10254,12149,9.0,7594,11533,10408,,2898,3508,575,3.0,1489,24008,12005,14510,8169,7.0,186.0,3795,2281,2181,1361,17099,,180.0,77.0,4159,6123,1240.0,5972,1461,1511,176,,
0,HIP13513.txt,12208,,10591,3973,1234,3106,55.0,254,2648,11360,,76.0,34.0,110.0,5847,10129,1609,10351,7098,1442.0,83.0,5175,1937,6288,221,1.0,15716,8609.0,3736,6481,4390,9487,7.0,5417,8791,8535,,2371,3808,593,1.0,1373,21286,7983,11301,6516,,211.0,3588,2235,1246,1285,13377,,208.0,87.0,2209,5888,713.0,4959,1734,1896,134,,
0,HIP13856.txt,13356,,12784,4156,1293,3576,49.0,322,2413,9272,3.0,105.0,38.0,124.0,5927,10318,1826,8738,9213,1674.0,93.0,5489,2066,6712,306,,19023,4489.0,1854,6584,8361,8968,3.0,5602,3275,10023,,2826,2206,675,1.0,1646,21068,11038,13223,7500,1.0,234.0,3853,2978,2079,2183,14514,,209.0,120.0,1372,5902,567.0,4817,1802,2074,152,,
0,HIP09681.txt,3423,,3537,608,348,978,10.0,70,613,1708,,25.0,23.0,36.0,2189,4437,559,936,3905,317.0,34.0,2121,509,1452,84,,6332,5.0,1476,3088,5094,2335,,3512,2463,1902,,1034,1835,141,1.0,120,10413,2835,4294,3064,1.0,46.0,1233,802,929,299,3552,,51.0,22.0,1060,1595,200.0,1335,417,474,99,,
0,HIP04958.txt,797,,742,270,90,213,2.0,4,145,678,,7.0,4.0,11.0,612,2175,155,728,1191,97.0,11.0,706,29,586,11,,1385,386.0,404,638,4207,366,,2811,182,331,,643,351,40,,54,1650,991,459,341,,24.0,413,229,261,99,1073,,7.0,2.0,41,212,41.0,325,96,86,34,,
0,HIP13363.txt,7684,,9955,2854,608,1697,22.0,45,3557,6170,,56.0,20.0,65.0,4227,6626,1449,4740,5526,949.0,71.0,4140,1641,4741,218,,12929,3036.0,3137,5257,5212,6556,3.0,3409,10009,7067,,1295,2223,412,2.0,1076,16754,8001,8423,4960,,163.0,2328,1340,1427,507,7395,,169.0,84.0,1374,5075,479.0,3990,1139,1293,121,,
0,HIP08345.txt,8599,,10588,2820,622,1920,37.0,53,3449,10520,,39.0,35.0,108.0,5346,9058,1330,10385,5951,1237.0,72.0,4752,832,5400,194,,13329,8581.0,3971,5566,4282,5686,1.0,6511,17787,9390,,2281,4925,364,1.0,988,19032,7759,11394,4637,,198.0,2504,1515,1676,494,8093,,129.0,55.0,1069,4005,896.0,4450,611,474,89,,
0,HIP13518.txt,5328,,6581,2348,514,1522,27.0,37,2430,2359,,35.0,19.0,54.0,3369,5546,1197,1898,5481,945.0,33.0,2949,1166,3334,108,,10062,5.0,1355,2944,4094,4498,3.0,3063,1498,4196,,1168,2286,287,2.0,799,10611,6401,7578,3989,,91.0,1762,1271,1361,984,5761,,93.0,41.0,2123,3453,670.0,2614,912,1035,104,,
0,HIP13769.txt,8771,1.0,8476,3257,431,2197,28.0,141,1642,4458,,44.0,26.0,62.0,4910,7751,1318,2507,6869,1167.0,54.0,4000,1750,4143,143,,12905,1.0,1126,4857,4190,6962,,3153,8321,7793,,2161,2513,279,2.0,661,16390,7233,10648,5541,,192.0,3293,2121,2003,845,10983,,104.0,41.0,1220,4341,408.0,2622,1429,1557,94,,
0,HIP03236.txt,8252,,16484,4317,1094,3968,63.0,404,3357,7153,1.0,107.0,60.0,139.0,8068,15708,2100,3770,9571,2027.0,93.0,5314,1840,4546,305,,19469,4.0,3513,4821,5987,11545,4.0,8353,14111,17164,,3389,4378,641,2.0,1540,24807,12679,14896,9316,,308.0,4229,3130,2752,1378,17784,,246.0,111.0,1564,5470,1011.0,4324,1907,1940,211,,
0,HIP02126.txt,7147,,13537,3417,1155,3674,40.0,269,2485,7952,1.0,100.0,56.0,113.0,7337,14651,2222,9746,8348,1892.0,64.0,5744,1623,7102,166,,17756,3368.0,3805,7950,10523,7983,3.0,9565,3413,13457,,4598,5808,437,1.0,1174,25108,9221,13352,7059,,231.0,4256,2669,2126,1849,13937,,173.0,72.0,1741,6800,1119.0,6036,2114,2892,125,,
0,HIP00869.txt,12407,,14415,4780,965,3722,57.0,58,4416,8476,,84.0,42.0,113.0,6680,9487,1433,7053,8381,1372.0,57.0,5074,2130,6202,256,,18573,2990.0,3604,5604,8569,8855,2.0,7036,11621,11742,,2418,2309,598,1.0,1566,24541,13524,12976,6670,,181.0,3948,2310,1902,1900,13514,,191.0,90.0,4028,5402,1365.0,4629,706,603,184,,
0,HIP14140.txt,6335,,7152,2429,473,1368,21.0,40,2396,4843,1.0,70.0,38.0,68.0,3734,6792,1245,5040,4773,810.0,54.0,3512,908,4108,154,,8977,1986.0,2655,4965,6913,4937,3.0,4597,9177,6233,1.0,1819,3163,294,,620,13790,6293,5793,3207,,139.0,2587,1495,1589,505,6020,,100.0,35.0,924,2365,525.0,3643,355,411,103,,
0,HIP02947.txt,12178,1.0,13487,6348,1094,4418,48.0,483,155,11749,4.0,138.0,61.0,130.0,8184,13547,1736,14516,7992,2362.0,102.0,7483,3054,7596,228,,17885,10141.0,4519,10423,5884,10154,2.0,9676,2442,12793,,3025,10503,637,1.0,1735,31139,11973,11745,7290,5.0,177.0,4236,2323,2491,1816,20078,,204.0,91.0,6404,9690,215.0,7015,2317,1715,188,,
0,HIP02805.txt,8852,,10989,3170,958,2881,47.0,64,4297,7273,1.0,58.0,42.0,85.0,5347,10015,2047,6257,6793,1426.0,45.0,3702,1533,4760,209,,13633,2913.0,3099,5360,3126,8456,5.0,5164,3725,8294,,2900,3349,466,3.0,1383,13869,7222,12072,6900,,191.0,3045,2824,1288,1371,12291,1.0,177.0,65.0,1896,5446,1009.0,3302,1633,1282,157,,
0,HIP11937.txt,10196,,11482,4287,596,2737,37.0,246,1687,9592,1.0,68.0,30.0,80.0,6512,9303,858,9426,9175,1527.0,56.0,5925,1605,5420,218,,13637,4911.0,2498,4572,8126,9273,4.0,7209,3869,9454,,2374,5779,443,3.0,1482,18966,11279,11837,4861,8.0,3.0,3893,2691,2742,1914,14943,,200.0,86.0,767,5380,619.0,3970,1823,1403,146,,
0,HIP10408.txt,11461,,11962,7450,951,3236,42.0,97,4447,3534,1.0,69.0,71.0,131.0,6722,10915,1714,3645,11297,1794.0,86.0,6250,2485,6653,291,,20924,12.0,3864,9031,9595,12186,7.0,5623,2133,7959,,2523,2005,526,2.0,1408,24104,12537,12895,6738,1.0,201.0,3913,2588,2574,2257,14299,,184.0,76.0,2000,5870,1414.0,5404,1167,1373,198,,
0,HIP13961.txt,4613,,5998,2052,548,1767,20.0,229,60,5101,1.0,53.0,33.0,58.0,3707,7942,956,4426,4073,927.0,38.0,3534,897,3123,105,,8490,2790.0,1212,3402,2956,3781,4.0,3920,920,4522,,1430,1193,226,2.0,487,9867,6066,6341,3426,,130.0,2184,1149,1504,897,7475,,116.0,37.0,615,2400,182.0,1795,937,917,100,,
0,HIP14072.txt,4585,,3793,1832,405,1276,21.0,21,2085,3644,1.0,40.0,17.0,36.0,2855,3794,1088,2982,4322,696.0,41.0,2011,835,2989,106,,7726,1469.0,1665,2120,2515,3960,,2234,5550,3966,,873,1464,238,1.0,577,7366,4326,6108,2324,,86.0,1468,1202,627,333,4008,,96.0,29.0,803,2573,598.0,1996,502,560,54,,
0,HIP14090.txt,3292,,3207,1362,330,1195,24.0,34,1401,3021,,22.0,16.0,34.0,2430,4211,732,2899,3424,626.0,33.0,1839,638,2178,103,,5652,970.0,1190,1844,1686,2720,4.0,2306,3488,3067,,848,1102,193,,394,6984,3522,4579,1778,,77.0,1159,965,721,378,5067,,67.0,33.0,641,1929,443.0,1095,462,454,69,,
0,HIP13736.txt,5099,,6086,2198,440,1732,13.0,18,1959,4444,,34.0,20.0,29.0,3570,5828,1133,4419,5497,974.0,41.0,2705,877,3308,91,,9603,1771.0,1737,2365,5041,4710,3.0,4069,6354,5525,,1773,2127,190,,471,8431,6138,8196,4356,,146.0,1784,1760,1057,1092,8580,,66.0,28.0,1454,1774,447.0,2695,685,614,50,,
0,HIP08977.txt,10708,1.0,13324,4783,951,2978,51.0,65,3738,13301,2.0,96.0,74.0,125.0,8544,11716,1674,12506,7142,1836.0,90.0,5888,1865,5568,310,,12512,8646.0,4914,3976,11269,7359,,7034,3697,9707,,3016,4661,614,,1593,21410,10324,13273,7818,4.0,223.0,4439,2519,3202,1687,16330,,223.0,82.0,3661,5083,1280.0,3669,661,649,162,,
0,HIP13214.txt,9593,,9703,3213,809,2289,41.0,52,3685,8791,1.0,39.0,37.0,107.0,4938,7836,1485,5615,6365,1439.0,66.0,4303,1616,5665,260,,11437,3372.0,3206,3401,7288,7566,2.0,5119,15981,10158,,2107,3432,517,,1335,19560,8695,10642,6303,,199.0,3084,1945,1331,622,13015,,165.0,83.0,1131,4315,888.0,3966,1071,990,142,,
0,HIP13658.txt,10861,,11259,4049,887,2844,36.0,323,1628,10985,2.0,134.0,35.0,124.0,8095,12518,1336,14173,9192,1973.0,100.0,8145,2156,6177,296,1.0,14113,7139.0,2798,5034,11661,9502,1.0,7794,4837,10392,,3281,5317,658,,1793,26737,10047,15076,5976,12.0,108.0,4386,3007,2559,2031,12708,,197.0,107.0,1441,6222,855.0,3695,1489,1167,168,,
0,HIP17793.txt,8703,,10341,3916,839,2716,42.0,54,3251,3641,1.0,49.0,21.0,105.0,5010,8262,1394,2540,8362,1131.0,46.0,4560,1588,6224,204,,13519,6.0,2641,8070,4907,8889,8.0,6012,7643,8363,1.0,2010,4092,454,,1256,16720,10574,8650,4335,2.0,110.0,3700,1856,2443,1156,10013,,161.0,79.0,3586,4501,913.0,4163,1296,1482,164,,
0,HIP14161.txt,7794,,9372,3351,939,2775,46.0,201,1898,5558,,89.0,50.0,95.0,5840,10342,1924,2929,8928,1405.0,65.0,5359,1446,5949,177,,18747,12.0,3294,7650,7064,7250,3.0,6301,9181,8215,,2093,5283,496,,1224,18545,12031,10066,5651,1.0,215.0,3616,1989,3262,406,11577,,171.0,72.0,2323,4715,685.0,5022,1695,1868,211,,
0,HIP00769.txt,6284,,8921,2715,697,2350,27.0,121,1672,7729,1.0,48.0,29.0,59.0,4911,9079,1451,5370,6273,1413.0,51.0,3805,1809,4882,102,,12483,2934.0,2954,4415,4236,5978,,4950,1925,7650,,2041,1620,352,,903,17020,8157,11344,6741,,188.0,2590,1829,1422,1351,9632,,102.0,55.0,1249,4887,590.0,2589,1181,1386,82,,
0,HIP12143.txt,8851,,10036,3010,669,2572,16.0,26,4106,10728,,36.0,32.0,58.0,4883,7624,1270,8110,4790,1314.0,40.0,4692,1704,4592,163,,10561,4364.0,2668,4095,2860,6512,2.0,4253,7459,7251,,1669,2286,322,,897,17733,6923,10159,5325,,186.0,2519,1978,1494,1169,8964,,90.0,36.0,1613,4640,1093.0,3170,414,341,71,,
0,HIP10447.txt,10076,,13059,3676,683,3225,46.0,58,3760,7586,4.0,53.0,40.0,108.0,5897,9708,1790,6367,6034,1574.0,66.0,4356,1698,5007,218,,11290,2927.0,3270,5391,3869,6585,1.0,5286,11383,9512,,2539,4070,443,,1291,19475,8069,12197,6105,,180.0,3801,2356,2593,1077,10068,,167.0,62.0,1698,4871,1184.0,3178,600,479,121,,
0,HIP08305.txt,6463,,8554,2852,805,2383,30.0,41,3553,9646,1.0,45.0,25.0,82.0,4120,6439,1636,7835,4084,1245.0,48.0,2932,1590,3425,177,,11036,4384.0,1965,4962,2541,5992,1.0,3453,11249,5823,,1669,2789,374,,963,17310,6469,8245,5946,,160.0,2526,1587,1025,479,8274,,114.0,62.0,1716,3913,1139.0,2638,496,411,85,,
0,HIP00775.txt,9019,,9738,3377,677,2125,34.0,33,3656,7549,,44.0,33.0,72.0,5488,7406,1079,5710,5910,1212.0,53.0,4681,1823,5374,188,,13272,11.0,6510,4445,4577,7333,,6536,17753,9983,,2471,5196,419,2.0,1067,21850,9062,11269,5132,,172.0,3808,1929,1688,1141,9535,,126.0,66.0,1552,4974,1061.0,4499,997,1133,116,,
0,HIP13871.txt,6361,,9773,2287,571,1515,20.0,34,3066,5263,,52.0,24.0,71.0,3561,5945,1100,4344,4057,870.0,26.0,1522,1030,2587,175,,7917,2626.0,2558,2202,5345,5845,2.0,4094,6161,5334,,1341,2137,362,1.0,1037,12654,5162,9038,3578,,130.0,2337,1444,1148,731,7129,,112.0,56.0,1361,3905,868.0,2861,735,802,98,,
0,HIP13981.txt,5820,,6383,2663,575,2006,28.0,219,91,8112,,38.0,20.0,56.0,4132,6545,842,7008,4577,747.0,29.0,2841,1277,3910,140,,10129,3421.0,1389,2267,5348,4529,2.0,3799,6730,6036,,1185,3587,274,,737,13534,5723,8710,5049,,118.0,2040,1777,989,421,7533,,110.0,54.0,1291,4225,66.0,3271,1364,1491,73,,
0,HIP08346.txt,13888,,15950,4863,1009,3870,60.0,59,5989,12321,,75.0,47.0,117.0,6710,10740,1811,8729,7803,2335.0,88.0,6743,2225,7407,291,1.0,18416,5173.0,5006,8425,5545,10583,1.0,7551,13524,14079,,2947,5731,566,,1384,27456,12501,15256,8729,1.0,336.0,5438,3109,2765,1929,15334,,197.0,96.0,1513,5462,1102.0,5994,1450,1453,174,,
0,HIP17845.txt,8340,,8902,4187,663,1287,39.0,43,3360,2998,,39.0,31.0,84.0,4911,7877,1263,2229,7081,1737.0,48.0,4298,1221,4504,188,,17602,7.0,2196,3961,8477,7152,1.0,5148,15485,6733,,1605,3047,397,,933,17175,11379,8246,5637,,129.0,2502,1356,1576,437,9133,,129.0,66.0,966,3500,701.0,4620,816,897,163,,
0,HIP09190.txt,5626,,7805,1137,513,1938,38.0,186,1242,3521,,26.0,36.0,64.0,4130,7629,967,1209,5136,458.0,60.0,3788,1083,3883,126,,11433,4.0,1700,4867,2990,5200,2.0,4160,7200,5974,,1862,2325,309,1.0,709,12291,6963,8566,3161,,130.0,2298,1466,1829,928,7310,,134.0,45.0,798,3362,497.0,2603,1268,1275,129,,
0,HIP14118.txt,10389,,12753,3884,938,2601,65.0,77,4525,10851,,63.0,51.0,116.0,6326,10352,1256,7116,7231,1594.0,56.0,5018,2169,7066,303,,17502,3231.0,3839,6272,4842,11592,3.0,5659,10989,7991,,2146,2716,681,2.0,1777,23428,12398,13593,8415,,198.0,4178,2185,1438,1245,11981,,227.0,97.0,1970,5592,1308.0,4322,1205,1339,216,,
0,HIP14178.txt,7245,,6088,2467,633,1805,32.0,21,3363,7312,,24.0,23.0,50.0,3485,5850,838,5769,3435,956.0,48.0,3522,1571,4370,158,,9645,4584.0,1589,2355,3186,4708,3.0,3440,821,2763,,1321,1859,261,1.0,578,14087,5720,7824,4984,3.0,104.0,1984,1368,1086,653,6761,,86.0,49.0,2921,2513,788.0,2851,256,338,61,,
0,HIP13157.txt,6247,,7660,2511,546,2103,34.0,34,2772,5733,1.0,51.0,37.0,73.0,3888,5134,1080,4778,4937,1135.0,55.0,3804,1843,2431,217,,9860,2438.0,2608,4207,5475,5342,5.0,3605,2521,6627,,4379,4961,511,3.0,1488,13367,7334,10918,4204,4.0,1.0,2212,1919,1702,1515,8226,,140.0,82.0,2358,4259,663.0,3602,1363,1196,127,,
0,HIP13939.txt,7859,1.0,7363,2820,787,1641,28.0,56,4065,6506,,70.0,24.0,68.0,5001,7764,1560,5864,6356,993.0,62.0,4333,1295,4526,200,,12586,2188.0,1132,3658,5774,6959,3.0,6507,13411,8268,,2394,2908,346,1.0,994,20102,6380,12095,4591,,136.0,3429,1938,1540,504,7732,,119.0,69.0,1729,4417,908.0,3989,958,1133,129,,
0,HIP13994.txt,6440,,7230,2344,598,2146,37.0,40,2641,4786,1.0,40.0,33.0,54.0,4093,6279,913,5082,5186,880.0,46.0,2982,1111,4109,155,,10028,1728.0,1892,3551,4369,4925,1.0,3871,5077,5771,,1484,1237,329,,826,10302,5811,8018,4502,,139.0,1939,1524,1052,1211,8642,,106.0,44.0,780,2818,679.0,2673,821,683,67,,
0,HIP13252.txt,7238,,9833,2970,573,2107,34.0,43,3344,3618,1.0,53.0,39.0,90.0,3339,7651,1332,2410,7232,1207.0,48.0,3373,1794,4820,216,,12746,10.0,2255,5369,7042,8127,3.0,2861,9040,6218,,1804,2053,400,1.0,1253,20249,10006,9588,6486,,180.0,2623,1678,1258,971,10326,,147.0,77.0,1348,5137,879.0,3055,1201,1271,143,,
0,HIP13962.txt,2084,,2324,834,226,499,8.0,73,676,1812,,30.0,3.0,12.0,1525,2317,620,581,1778,304.0,18.0,1467,479,1244,53,,3435,3.0,669,1151,968,1974,3.0,1254,1845,1874,,581,820,103,,353,4352,2305,2954,1372,,40.0,710,611,349,446,2800,,42.0,21.0,879,1117,262.0,1022,137,138,44,,
0,HIP13903.txt,7041,,6571,2760,716,1765,20.0,161,1450,5461,1.0,62.0,45.0,70.0,3529,6146,865,4323,4778,947.0,59.0,3296,1212,4087,179,,10335,2403.0,1390,4002,200,6331,4.0,4181,6865,5925,,1336,2460,425,2.0,985,12277,6330,7020,4034,1.0,103.0,2264,1532,1087,841,7029,,138.0,72.0,1277,3992,360.0,3179,1150,1276,120,,
0,HIP13923.txt,718,,462,293,79,197,1.0,4,89,1120,,8.0,1.0,29.0,301,1337,317,681,886,69.0,3.0,208,24,362,11,,905,663.0,602,806,1656,153,,2507,969,290,,380,410,26,,99,3026,314,288,255,,30.0,287,277,212,24,353,,9.0,2.0,107,453,78.0,618,95,73,40,,
0,HIP16867.txt,9313,,13774,4387,934,3029,75.0,80,4527,8591,4.0,90.0,54.0,130.0,6686,10951,1634,8948,10361,1820.0,100.0,5395,2264,6956,288,1.0,19380,2900.0,4074,7047,4152,12581,2.0,7159,12287,10069,,2575,3128,590,2.0,1630,24580,12170,12865,8697,,168.0,4451,2458,1914,1501,13965,,210.0,86.0,1686,5251,1191.0,6714,1421,1446,180,,
0,HIP13699.txt,7477,,11879,3605,871,1976,45.0,408,162,15933,2.0,78.0,59.0,112.0,6763,11594,1054,12511,6282,1449.0,73.0,5280,1646,5825,247,,14061,6614.0,2288,4324,9893,8167,1.0,5388,9507,6401,,2703,3027,614,2.0,1450,16444,9841,14246,7727,9.0,182.0,2164,2376,1235,1290,13859,,191.0,119.0,3085,4523,118.0,4114,1521,2043,142,,
0,HIP01180.txt,5236,,8677,2563,665,1542,23.0,220,1814,6514,1.0,67.0,38.0,89.0,3737,5914,1732,4744,5410,821.0,44.0,2897,631,3808,163,,11400,2434.0,1164,3410,3251,5212,,1949,13049,9174,,1703,3193,453,,1198,15377,5358,10086,4483,,149.0,2653,1895,1218,530,8987,,154.0,75.0,1186,4179,612.0,3130,1439,1684,119,,
0,HIP13473.txt,12996,,12453,4349,1210,2443,48.0,56,5745,16179,1.0,50.0,39.0,72.0,6048,9395,1744,12045,8210,2145.0,80.0,6406,2091,7402,252,1.0,17548,7629.0,2632,4691,11630,10634,1.0,8637,4778,10524,,3187,8748,499,2.0,1973,23176,9710,20125,7762,11.0,240.0,4371,3008,1761,2177,15852,,152.0,88.0,7572,5248,1569.0,5751,635,577,133,,
0,HIP05444.txt,10419,,12908,5234,1174,3014,47.0,73,4873,6300,,68.0,46.0,130.0,7307,9470,1276,3694,13132,1728.0,85.0,6298,2328,7080,231,,26402,12.0,3808,8094,3930,13466,2.0,9399,23432,11756,,2463,3949,524,1.0,1383,33831,15857,14324,6848,,209.0,4686,2491,2415,596,13217,,187.0,83.0,2486,8092,1273.0,4438,1768,1718,182,,
0,HIP14156.txt,4303,,4161,1616,509,1265,26.0,20,2312,4473,,26.0,18.0,39.0,2858,4175,701,2973,3873,716.0,19.0,2149,755,2879,116,,7810,1234.0,551,1872,2246,3525,2.0,2762,3843,3320,,880,1106,240,,608,8848,4450,6881,2595,,96.0,1211,1061,727,551,6198,,82.0,33.0,701,1973,498.0,1891,512,548,59,,
0,HIP01856.txt,4053,1.0,6011,1936,438,1352,29.0,121,1283,5034,3.0,24.0,24.0,44.0,2937,5238,1168,3051,3438,838.0,24.0,2260,923,3134,107,,7164,1547.0,1805,3286,2213,3677,2.0,2474,8121,5368,,1099,2384,256,,637,8803,4068,6551,3158,,82.0,1587,872,813,401,5374,,72.0,32.0,826,2593,383.0,2254,570,256,76,,
0,HIP13198.txt,2953,,5345,1536,325,1158,24.0,102,1179,3253,1.0,35.0,20.0,48.0,2452,3957,760,1040,3255,706.0,15.0,2093,1184,3000,86,,7417,6.0,975,2370,95,4031,1.0,2531,4756,3403,,1125,1783,217,,624,9118,4997,5072,3411,,91.0,1425,1157,615,494,4599,,80.0,39.0,763,3030,429.0,1765,721,899,63,,
0,HIP05398.txt,10353,,9258,3243,836,2720,38.0,143,1781,8056,,55.0,28.0,71.0,5738,10451,1894,10425,5106,1203.0,52.0,4578,1130,4678,155,,10359,6967.0,2096,4215,9562,5359,1.0,6058,8163,8582,,2610,2859,326,2.0,671,16038,6088,9050,4258,,210.0,3448,2269,1848,1342,10155,,113.0,47.0,1322,4088,432.0,4138,1612,1954,86,,
0,HIP03502.txt,11261,1.0,14172,3992,972,2566,39.0,286,3185,16107,,121.0,46.0,92.0,7199,12269,1709,13267,7129,1494.0,65.0,5878,1822,7361,278,1.0,17400,8503.0,569,5959,7047,10190,2.0,7921,2094,9931,,2914,7058,574,1.0,1774,25037,9171,15370,9785,4.0,275.0,3311,2499,1646,2027,16771,,196.0,103.0,3270,5204,583.0,6220,1410,1623,156,,
0,HIP14110.txt,444,,407,228,77,204,1.0,6,63,496,,13.0,1.0,9.0,263,1057,145,397,876,72.0,9.0,434,22,385,15,,1075,221.0,301,453,873,219,,1527,321,186,,261,192,10,,17,823,637,244,192,,15.0,236,133,103,64,596,,5.0,2.0,51,105,24.0,218,73,47,19,,
0,HIP13919.txt,4719,,5367,1946,498,1290,23.0,119,1011,7035,,30.0,35.0,55.0,2801,5074,642,5741,3111,910.0,34.0,2298,712,3082,145,,7415,3911.0,1442,2484,2558,3139,2.0,2981,10661,6124,,1194,2260,264,1.0,578,11164,5432,5719,3366,,109.0,1831,1095,1031,323,6145,,84.0,38.0,820,2726,365.0,2539,602,696,92,,
0,HIP13592.txt,7989,,7673,2835,909,2182,38.0,46,4551,5030,,50.0,37.0,92.0,5808,9750,1968,3059,8567,1497.0,61.0,3804,1303,4585,216,,15795,10.0,2387,4451,9622,6972,3.0,6394,10005,6451,,2590,3649,436,1.0,1090,22100,10476,12878,5459,,164.0,2540,1896,1190,995,9981,,169.0,79.0,1909,4820,843.0,2517,1341,1958,179,,
